,Date,Open,High,Low,Close,Volume,Turnover
0,2010-01-04,9031.9,9129.45,9031.9,9112.35,9606489.0,7039800000.0
1,2010-01-05,9191.25,9214.0,9157.35,9192.15,16767524.0,10701000000.0
2,2010-01-06,9243.9,9265.55,9183.65,9223.0,16215141.0,11798800000.0
3,2010-01-07,9240.25,9261.85,9153.25,9192.95,11676155.0,8018100000.0
4,2010-01-08,9185.05,9214.35,9141.45,9160.7,12438359.0,10042100000.0
5,2010-01-11,9209.15,9248.0,9161.05,9173.55,12957323.0,12307600000.0
6,2010-01-12,9173.85,9173.85,8973.05,8985.1,26424773.0,15976500000.0
7,2010-01-13,8912.6,8937.85,8836.7,8926.1,19855278.0,16022700000.0
8,2010-01-14,8952.0,9040.0,8883.1,8910.8,16938680.0,15551100000.0
9,2010-01-15,8961.65,8982.55,8874.8,8911.1,19425549.0,15395400000.0
10,2010-01-18,8887.15,9120.35,8863.2,9093.25,17752627.0,16303200000.0
11,2010-01-19,9125.9,9202.5,9093.95,9135.9,14762784.0,12894200000.0
12,2010-01-20,9177.75,9196.4,9104.1,9126.35,17648807.0,14352500000.0
13,2010-01-21,9093.0,9098.1,8889.05,8919.3,18140491.0,15163600000.0
14,2010-01-22,8891.8,8891.8,8659.9,8772.65,21046522.0,16912200000.0
15,2010-01-25,8724.8,8751.2,8669.55,8696.6,12814386.0,10064500000.0
16,2010-01-27,8564.6,8602.65,8294.6,8329.8,25504488.0,21187000000.0
17,2010-01-28,8396.5,8496.1,8354.25,8423.85,34620160.0,24936900000.0
18,2010-01-29,8346.55,8687.0,8306.1,8651.55,38569989.0,29404200000.0
19,2010-02-01,8597.45,8712.25,8495.25,8649.25,20358895.0,15511800000.0
20,2010-02-02,8666.7,8718.65,8453.9,8468.15,19575079.0,15446800000.0
21,2010-02-03,8489.8,8662.95,8489.8,8631.85,17646774.0,15609700000.0
22,2010-02-04,8591.8,8623.25,8455.5,8471.1,17517164.0,14537000000.0
23,2010-02-05,8319.15,8319.15,8150.45,8223.25,18540082.0,15249400000.0
24,2010-02-06,8268.2,8293.25,8249.0,8275.2,2101628.0,1380200000.0
25,2010-02-08,8279.75,8412.3,8160.95,8342.2,15299740.0,11762800000.0
26,2010-02-09,8322.0,8420.4,8271.55,8392.45,14994228.0,11446500000.0
27,2010-02-10,8410.55,8444.2,8259.4,8290.0,13374885.0,12154700000.0
28,2010-02-11,8327.7,8451.95,8327.7,8381.4,10898769.0,8904200000.0
29,2010-02-15,8441.6,8441.6,8282.05,8312.7,8571819.0,7027500000.0
30,2010-02-16,8324.3,8432.15,8289.15,8397.8,8493163.0,6963000000.0
31,2010-02-17,8446.55,8569.25,8446.55,8551.5,15712708.0,13058200000.0
32,2010-02-18,8574.75,8602.0,8523.35,8573.9,18048887.0,15527700000.0
33,2010-02-19,8490.25,8530.25,8407.95,8487.1,14813600.0,12382700000.0
34,2010-02-22,8565.3,8598.25,8473.15,8493.35,10340839.0,8830900000.0
35,2010-02-23,8491.4,8577.9,8453.4,8512.95,12335870.0,10597900000.0
36,2010-02-24,8463.45,8527.35,8458.45,8504.55,11256969.0,8877900000.0
37,2010-02-25,8520.6,8554.95,8469.65,8537.8,18820464.0,13928900000.0
38,2010-02-26,8535.45,8851.35,8527.05,8722.75,24323606.0,20747900000.0
39,2010-03-02,8826.9,8945.6,8826.9,8922.1,18123512.0,15663100000.0
40,2010-03-03,8922.15,9046.9,8922.15,9039.45,18803027.0,15083400000.0
41,2010-03-04,9055.95,9068.95,8965.25,9013.8,16820143.0,13538300000.0
42,2010-03-05,9012.85,9095.3,8967.8,9038.45,16681174.0,13205900000.0
43,2010-03-08,9102.15,9178.55,9093.45,9145.95,21139512.0,21114100000.0
