,timestamp,Open,High,Low,Close,Volume
0,01-01-2015 00:00,0,0,0,443.95,0
1,02-01-2015 00:00,0,0,0,442.775,0
2,05-01-2015 00:00,0,0,0,437.925,0
3,06-01-2015 00:00,0,0,0,418.05,0
4,07-01-2015 00:00,0,0,0,427.15,0
5,08-01-2015 00:00,0,0,0,421.025,0
6,09-01-2015 00:00,0,0,0,430.15,0
7,12-01-2015 00:00,0,0,0,425.15,0
8,13-01-2015 00:00,0,0,0,421.575,0
9,14-01-2015 00:00,0,0,0,417.475,0
10,15-01-2015 00:00,0,0,0,432.125,0
11,16-01-2015 00:00,0,0,0,434.85,0
12,19-01-2015 00:00,0,0,0,439.825,0
13,20-01-2015 00:00,0,0,0,451.525,0
14,21-01-2015 00:00,0,0,0,453.375,0
15,22-01-2015 00:00,0,0,0,441.875,0
16,23-01-2015 00:00,0,0,0,443.45,0
17,27-01-2015 00:00,0,0,0,444.525,0
18,28-01-2015 00:00,0,0,0,453.425,0
19,29-01-2015 00:00,0,0,0,464.7,0
20,30-01-2015 00:00,0,0,0,457.625,0
21,02-02-2015 00:00,0,0,0,454.025,0
22,03-02-2015 00:00,0,0,0,468.8,0
23,04-02-2015 00:00,0,0,0,464.4,0
24,05-02-2015 00:00,0,0,0,461.85,0
25,06-02-2015 00:00,0,0,0,454.95,0
26,09-02-2015 00:00,0,0,0,448.35,0
27,10-02-2015 00:00,0,0,0,441,0
28,11-02-2015 00:00,0,0,0,450.35,0
29,12-02-2015 00:00,0,0,0,454.575,0
30,13-02-2015 00:00,0,0,0,458.75,0
31,16-02-2015 00:00,0,0,0,451.4,0
32,18-02-2015 00:00,0,0,0,450.825,0
33,19-02-2015 00:00,0,0,0,451.025,0
34,20-02-2015 00:00,0,0,0,436.55,0
35,23-02-2015 00:00,0,0,0,425.725,0
36,24-02-2015 00:00,0,0,0,420.725,0
37,25-02-2015 00:00,0,0,0,421.575,0
38,26-02-2015 00:00,0,0,0,421,0
39,27-02-2015 00:00,0,0,0,427.775,0
40,28-02-2015 00:00,0,0,0,432.575,0
41,02-03-2015 00:00,0,0,0,432.125,0
42,03-03-2015 00:00,0,0,0,450.4,0
43,04-03-2015 00:00,0,0,0,443.925,0
44,05-03-2015 00:00,0,0,0,442.475,0
45,09-03-2015 00:00,0,0,0,434.825,0
46,10-03-2015 00:00,0,0,0,429.575,0
