,timestamp,Open,High,Low,Close,Volume
0,2016-08-31 00:00:00,0.0,0.0,0.0,299.4,0.0
1,2016-09-01 00:00:00,0.0,0.0,0.0,305.15,0.0
2,2016-09-02 00:00:00,0.0,0.0,0.0,301.25,0.0
3,2016-09-06 00:00:00,0.0,0.0,0.0,307.75,0.0
4,2016-09-07 00:00:00,0.0,0.0,0.0,304.0,0.0
5,2016-09-08 00:00:00,0.0,0.0,0.0,305.5,0.0
6,2016-09-09 00:00:00,0.0,0.0,0.0,298.8,0.0
7,2016-09-12 00:00:00,0.0,0.0,0.0,296.95,0.0
8,2016-09-14 00:00:00,0.0,0.0,0.0,296.95,0.0
9,2016-09-15 00:00:00,0.0,0.0,0.0,299.35,0.0
10,2016-09-16 00:00:00,0.0,0.0,0.0,301.8,0.0
11,2016-09-19 00:00:00,0.0,0.0,0.0,301.35,0.0
12,2016-09-20 00:00:00,0.0,0.0,0.0,297.15,0.0
13,2016-09-21 00:00:00,0.0,0.0,0.0,300.0,0.0
14,2016-09-22 00:00:00,0.0,0.0,0.0,302.15,0.0
15,2016-09-23 00:00:00,0.0,0.0,0.0,303.3,0.0
16,2016-09-26 00:00:00,0.0,0.0,0.0,302.2,0.0
17,2016-09-27 00:00:00,0.0,0.0,0.0,298.9,0.0
18,2016-09-28 00:00:00,0.0,0.0,0.0,297.55,0.0
19,2016-09-29 00:00:00,0.0,0.0,0.0,285.9,0.0
20,2016-09-30 00:00:00,0.0,0.0,0.0,291.2,0.0
21,2016-10-03 00:00:00,0.0,0.0,0.0,297.6,0.0
22,2016-10-04 00:00:00,0.0,0.0,0.0,297.55,0.0
23,2016-10-05 00:00:00,0.0,0.0,0.0,295.65,0.0
24,2016-10-06 00:00:00,0.0,0.0,0.0,304.3,0.0
25,2016-10-07 00:00:00,0.0,0.0,0.0,309.25,0.0
26,2016-10-10 00:00:00,0.0,0.0,0.0,313.1,0.0
27,2016-10-13 00:00:00,0.0,0.0,0.0,306.25,0.0
28,2016-10-14 00:00:00,0.0,0.0,0.0,314.7,0.0
29,2016-10-17 00:00:00,0.0,0.0,0.0,307.8,0.0
30,2016-10-18 00:00:00,0.0,0.0,0.0,307.45,0.0
31,2016-10-19 00:00:00,0.0,0.0,0.0,313.4,0.0
32,2016-10-20 00:00:00,0.0,0.0,0.0,328.05,0.0
33,2016-10-21 00:00:00,0.0,0.0,0.0,328.55,0.0
34,2016-10-24 00:00:00,0.0,0.0,0.0,333.6,0.0
35,2016-10-25 00:00:00,0.0,0.0,0.0,344.5,0.0
36,2016-10-26 00:00:00,0.0,0.0,0.0,353.45,0.0
37,2016-10-27 00:00:00,0.0,0.0,0.0,361.15,0.0
38,2016-10-28 00:00:00,0.0,0.0,0.0,374.65,0.0
39,2016-10-30 00:00:00,0.0,0.0,0.0,390.6,0.0
40,2016-11-01 00:00:00,0.0,0.0,0.0,395.8,0.0
41,2016-11-02 00:00:00,0.0,0.0,0.0,382.05,0.0
42,2016-11-03 00:00:00,0.0,0.0,0.0,378.95,0.0
43,2016-11-04 00:00:00,0.0,0.0,0.0,365.95,0.0
44,2016-11-07 00:00:00,0.0,0.0,0.0,383.2,0.0
45,2016-11-08 00:00:00,0.0,0.0,0.0,385.95,0.0
46,2016-11-09 00:00:00,0.0,0.0,0.0,376.95,0.0
47,2016-11-10 00:00:00,0.0,0.0,0.0,380.9,0.0
48,2016-11-11 00:00:00,0.0,0.0,0.0,379.25,0.0
49,2016-11-15 00:00:00,0.0,0.0,0.0,363.65,0.0
50,2016-11-16 00:00:00,0.0,0.0,0.0,354.05,0.0
51,2016-11-17 00:00:00,0.0,0.0,0.0,341.7,0.0
52,2016-11-18 00:00:00,0.0,0.0,0.0,338.95,0.0
53,2016-11-21 00:00:00,0.0,0.0,0.0,333.6,0.0
54,2016-11-22 00:00:00,0.0,0.0,0.0,344.2,0.0
55,2016-11-23 00:00:00,0.0,0.0,0.0,340.7,0.0
56,2016-11-24 00:00:00,0.0,0.0,0.0,337.6,0.0
57,2016-11-25 00:00:00,0.0,0.0,0.0,351.1,0.0
58,2016-11-28 00:00:00,0.0,0.0,0.0,353.2,0.0
59,2016-11-29 00:00:00,0.0,0.0,0.0,359.65,0.0
60,2016-11-30 00:00:00,0.0,0.0,0.0,363.75,0.0
61,2016-12-01 00:00:00,0.0,0.0,0.0,352.35,0.0
62,2016-12-02 00:00:00,0.0,0.0,0.0,346.7,0.0
63,2016-12-05 00:00:00,0.0,0.0,0.0,350.4,0.0
64,2016-12-06 00:00:00,0.0,0.0,0.0,347.75,0.0
65,2016-12-07 00:00:00,0.0,0.0,0.0,345.0,0.0
